tweet_id,text,gold_intent,label_status,notes
2615,"@AppleSupport Yes, after the update. I Phone 7",ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
35262,"@AppleSupport I got refunded for an in app purchase on Monday &amp; got a conformation email, but there’s no sign of it in my account yet...",account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
35259,"@AppleSupport Hi! Although I have full coverage, even with LTE, on my iPhone, I can’t connect to the internet. Can you help me?",connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
35293,@AppleSupport All apps up to date. Not getting notifications on ⌚️ after shutting down both. Maybe Twitter’s app needs to catch up to ⌚️,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2680,@AppleSupport It’s sorted. Thanks. iOS update needed a change and hard reboot,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
25248,"@AppleSupport i’ve tried restarting it a couple of times and no luck, just deleted it and i’m still getting the notification",notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
47995,"@AppleSupport hi there, I need to inquire something regarding he refund of an item",purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
4879,@AppleSupport I can’t download songs. Progress icon keeps spinning. On both data + WiFi. Stream works though. Can’t add songs to playlists. https://t.co/x7uUxSqO9u,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
9272,"@AppleSupport Im using iPhone6s,it is installed with iOS 11.0.3 n battery drain problem is not resolved in it.When they resolve this issue in wht update?",battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
725,@115861 @115862 @AppleSupport I️ upgraded. I️t didn’t work.,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
9842,@AppleSupport I said the battery is dying too fast. Is that because of the new iOS 11.0.3? I’m pretty worried about it 😕 I can’t trust my phone anymore,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
122341,@AppleSupport I’m having trouble accessing your website to purchase something. Any chance you know when it’ll be available again?,purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
15315,"4 hrs w/iOS 11.1, no change in battery consumption @AppleSupport. Thanks anyway. Can we have iOS 10 back @115858?",battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
9158,@AppleSupport It’s showing it’s connected and the battery is decreasing.,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
4871,Really considering getting a new kind of phone since my iPhone dies with 90% while using my camera 😤 @115858 @AppleSupport @318,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1764,"@AppleSupport Hello, I need some help regarding the region change on my Apple ID",app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
14867,Hey @AppleSupport the new iOS is killing me! Email freezing and horrific battery life. What gives- I can’t even go back to old iOS. Grrrrrr,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2666,I keep getting this error message saying “the item can’t be played” and idk how to fix it... @115948 @AppleSupport,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
105434,@AppleSupport It’s usually a site trying to process a payment. I’m on High Sierra.,purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1789,@AppleSupport No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
31875,@AppleSupport This is self explanatory screen shot of one of example of hanging https://t.co/mrQdCzjqXh,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
40522,"@AppleSupport please fix/help me with the podcast app. What happened to it?? No longer playing next episode, losing my place, can’t find the settings anymore. #help",media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
105435,"@AppleSupport Safari on MacOS needs some serious work. I have some websites that won't function et'all on Safari. Most recent, a payment to my IPTV service may have been lost because Safari wouldn't load.",purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
6554,@AppleSupport how long does it take usually for account recovery to get back to you? It’s been about a week now.,account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
12005,@AppleSupport No it doesn’t address.  Nothing even included about battery improvement on the SW release notes from what I can see.,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
33351,@AppleSupport Why am I loosing songs I’ve downloaded on Apple Music. It won’t let me download them again either. Greyed our on playlists too,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1791,why won’t my apps fuccin download or update @AppleSupport,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
36026,@AppleSupport Does this mean I as a musical artist have to enrol as an Apple Developer? All I want to do is set my Artist Photo on Apple Music!! xx,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
709,@AppleSupport I️ need answers because it’s annoying 🙃,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
8579,"@AppleSupport I bought 2 iPhones X on Friday, but I don’t see any charge on my credit card. Do I should worry or it’s normal?",device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1787,@AppleSupport Worked 👌🏽,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
3764,not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus @AppleSupport,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
39619,"@AppleSupport since updating to 11.1 this am, sound volume on phone calls (handset) very quite - speaker and Bluetooth works fine - pls help",connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
714,"Hey @AppleSupport and anyone else who upgraded to ios11.1, are y’all having issues with capital “I️” in the Mail app? As it puts in “A”?",ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
145186,can i refund an album i bought 3 years ago? @118721 @115858 @AppleSupport,purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1759,Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ @115858 @AppleSupport #anybody https://t.co/urzAfSZL5z,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
90654,"@AppleSupport excuse me,
I'm got a refund confirmation email but nothing happened.
Do I have to do anythings?",purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
35257,"@AppleSupport If I open Safari, for example, a message appears which says that there is no internet connection.",connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
723,@115858 @AppleSupport hello are all the lines closed for tonight #help,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
31895,@AppleSupport  somebody trying to get into my account,account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
5831,@AppleSupport why does my iphone 6 is redémarrer alone !!!!!,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
45563,"@AppleSupport It just shows all message view, not where I can write to that person..",notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
704,@AppleSupport This is what it looks like https://t.co/XCQU2l4xUB,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
