tweet_id,text,intent,historical_reply
2702199,"@AppleSupport How do, I received a notification to re authorise my apple order, but each time I try my card it declines to authorise, phoned bank and they say its not a problem on their end, any ideas?",notifications_messages,"@759014 We completely understand wanting to make sure your order goes through properly. Please contact our Online Sales Support Team here:
 https://t.co/8yjRd1Xo0i
They will be able to assist you further with any questions you have about the order."
450397,"Me encabrona tener que estar apagando el wifi a cada rato, ya que el muy puto se activa solo. 

@AppleSupport ¿Que vamos a hacer?",connectivity,@221764 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
156037,@AppleSupport when are y’all going to fix &gt;&gt; I.T,general_support,"@151827 Thanks for contacting us, meet us in DM with the iOS version you're currently on and we'll go from there. https://t.co/GDrqU22YpT"
1273571,Damn son apple took 50$ out of my iTunes account and also my Apple music won’t work now 🤔🤔🤔 @AppleSupport @115948,account_authentication,@336272 We’d be glad to help get to the bottom of this. Please reach out to us here:  https://t.co/SDIe7UiyJN
1912391,"@AppleSupport @115858 hav a 7 128 have, lately it’s hanging and heating , did every possible thing with no results . Not satisfied !",app_crash_performance,@569650 We want to be sure your iPhone 7 is working normally. DM us and let us know when these issues first started for you. https://t.co/GDrqU22YpT
2548139,Internet works fine but #appletv cannot stream movie on @118721 @116602 works fine. Everything just doesn’t work. @AppleSupport,connectivity,@724107 Our AppleTV Support Team would love to assist you with this.  Reach out here: https://t.co/IBIY3vMgPj
1020952,@AppleSupport Texts are failing to come in on time. Phone is in continuous search for WiFi. After charging fully woke up to a dead phone!,battery,@361594 We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT
119522,Why the website doesn’t work?! @115858 @AppleSupport,general_support,@142518 Hi there. Which site are you trying to visit? Have you tried a different browser? Let us know.
847071,@AppleSupport What is this Status “Deleted” in Podcast Connect? https://t.co/uF57GtdS7o,media_music,@321311 Thanks for reaching out to us. Please send us a DM and we can chat with you there. https://t.co/GDrqU22YpT
1680064,@AppleSupport how to add Google calendar to iCloud? Help me,account_authentication,@510898 We want to help. Tell us more about what you're trying to do in a DM. https://t.co/GDrqU22YpT
542388,"@AppleSupport @115858 hello, my iphone7plus keeps cutting out every few minutes and giving me this screen. Can you help? https://t.co/1nRQ994LyT",device_hardware,@245884 We just released iOS 11.2 that should resolve the issue: https://t.co/osZOKKTalm Be sure and back up before updating. Let us know how it goes.
2229368,@AppleSupport I just upgraded to iCloud. Mostly due to lack of storage on computers. But it tries to download the whole drive to iMac 😮,account_authentication,"@650587 iCloud is a great feature, so we can understand why you’d like to utilize it. Check out the following article and let us know if that gives you some clarification: https://t.co/jJkGuhulhM"
2276316,"@115948 @118721 @115858 @AppleSupport what is going on with @118062’s new album on iTunes!? I bought it this morning and already listened to it once, but now it’s disappeared from my music &amp; says ‘not available in uk’ when I search it!?!?!? 😡😡😡",media_music,"@662063 We want you to be able to enjoy your new album. If you open your Music app, then go to the artist in your library, does it appear there? If not, are you able to redownload the album as shown here: https://t.co/FRtPzkHz0K"
31474,"Ios 11.1 &amp; I can’t even turn off the wifi &amp; bluetooth from the control center!!

@115858 @AppleSupport",ios_update,@122942 We can help. Here's a great article to clarify more about Wi-Fi &amp; Bluetooth in the Control Center: https://t.co/vzVz37YMv0
414033,Yooo @115858 @AppleSupport DM me I got a question about this MacBook Air,device_hardware,@213799 We can help you with your MacBook. DM us by clicking this link: https://t.co/GDrqU2kzhr
522082,@AppleSupport Just bought an iPhone X. Charged it using USB and it stopped at 80%. Tips?,device_hardware,@240572 Thank you for reaching out. We received your DM and will continue to work with you there.
877725,@AppleSupport my purchased ringtone is no longer ringing and is using a default Apple one instead. Is this a bug and can it be fixed? https://t.co/nRWQGL0WMJ,purchase_billing,@296179 We love getting ringtones and are all about helping you with this. Is your iPhone running iOS 11.0.3? Let us know in DM. https://t.co/GDrqU22YpT
939632,"@AppleSupport I’d never drained my battery during a regular workday, not even below 50%, I’ve drained it twice since the new update.",battery,@342742 That's not the experience we want you to have. We'd be happy to see how we can help. Which iPhone and iOS version are you using?
495180,"@AppleSupport I’m uploading videos from a sandisk sd card into iMovie however, the video will freeze at random moments after it’s been imported. How can I fix this?",app_crash_performance,@233084 Great question! We've got an awesome team of iMovie experts who'll be able to provide you with the best assistance. Reach out to them here: https://t.co/IBIY3vMgPj
87175,@AppleSupport I'm. Pretty sure this is spam. Just thought I'd pass it on https://t.co/LKhiuqtnox,general_support,"@135076 Thanks for bringing this to our attention. You are correct, this is a phishing email. If you'd like more information regarding these emails and how to report them, please check out https://t.co/LNMCdqt6fD."
31871,@AppleSupport please do something about iOS 11's battery drain issue. I literally have my iPhone 6 plugged in and it's still losing power.,battery,@123040 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
38250,@AppleSupport Hi @AppleSupport I googled the problem and turns out do not disturb function had been activated somehow unbeknown to me.  Thank you for help,general_support,@124312 We're glad you were able to get it fixed. You're very welcome!
177809,@AppleSupport There might be a bug or flaw in iPhone X and Bluetooth. Keeps disconnecting from my car if not streaming sound from iPhone (ie if the phone is connected but listening to radio...disconnects from car after a minute or so). It’s highly distracting while driving,connectivity,@157882 We want to help! How long have you been having these issues? Do you have the most recent version of iOS 11.1.2 downloaded? https://t.co/GDrqU22YpT
556188,"@AppleSupport hi, how do I get rid of this autobright on the new iOS? It eats up my battery like crazy and I’m not a fan. At all.",battery,@249925 In iOS 11 that setting is in Accessibility. Check out: https://t.co/QGzyuyr5Ra
1598236,@AppleSupport what's my iCloud password again? I always forget.,account_authentication,@439912 We've got an article to help you reset your password. Follow these steps: https://t.co/fJnZYmbI9N
741009,"@297221 @AppleSupport @70817 @70818 @118190 And after I close window from screenshot, new ones pops up with message ""There was an error in the App Store. Please try again later.  (,)"".",device_hardware,@297220 Thanks for getting in touch. We'd like to assist. DM us and we'll go from there. https://t.co/GDrqU22YpT
124429,@AppleSupport It happened again as I exited an app. Everything is up to date. This time I didn’t have to restart. What’s going on?!? https://t.co/4WoFtAqT96,general_support,@143870 We appreciate you getting back to us. Have you tried a normal restart of the device? This simple step can resolve issues like this. This article explains how to do a normal restart: https://t.co/OWRDHWSt4h
1022581,@AppleSupport @361972 Ready pull my hair out! iPhone8 WiFi connection died 48 hrs ago. Password wrong&amp;wrong. The 7 IOS devices (include an 8) happily connecting.,connectivity,@361973 Let's work together. We'll continue in DM. https://t.co/GDrqU22YpT
62275,Downloaded the @115858 iPhone update.  Thought maybe it would correct my phone crashing problem.  Nope. @AppleSupport iPhone still crashing,ios_update,@130265 We can look into this further with you. Send us a DM if you'd like to get started: https://t.co/GDrqU22YpT
407556,@AppleSupport This machine is Windows 7 Pro. I can’t get to File &gt; About on iTunes because of the stuck window. I just reinstalled this week though.,media_music,@212144 Have you tried restarting your computer? Send us a DM to continue. https://t.co/GDrqU22YpT
1478063,@AppleSupport Hello Apple I just a weird email saying it’s from iCloud but I found out it was a fake. Please warn others #fakeemail https://t.co/fMa9usocDw,account_authentication,"@463212 Thank you for letting us know, follow the steps on this page to share it to us: https://t.co/LNMCdqt6fD"
570889,"And still, #Siri crashes after saying good night to her. She does not activate the good-night scene. #HomeKit @AppleSupport",app_crash_performance,"@254071 Thank you for reaching out we'd like to help. Which Apple device are you using Siri with? We'd also want to know which version of iOS, macOS, watchOS or tvOS you're using?"
658041,"@AppleSupport iphone 7 plus, 11.1.1, spotify. i’m talking it literally just stopped my music for a PUSH notification that came while my phone was locked.",device_hardware,@276652 Does this same issue occur if you listen to music with another application?
285717,"Yo @AppleSupport can u help me find my battery, it seems to be gone since iOS 11",battery,@184066 We can happily help with the battery issue. Which iPhone do you have and what version of iOS are you running currently?
208295,@AppleSupport Ever since the update my Mom and I’s phones haven’t been working correctly. Text/Siri aren’t working. Who do we contact?,ios_update,"@165262 We can help you right here! To start, are both you and your mom on iOS 11.0.2? If not, we'd recommend backing up and updating."
1998485,Hi @115858 @AppleSupport - why is it taking two weeks to recover my icloud account - I am unable to use my phone at all while this happens!,account_authentication,@590909 We want to ensure we get you the information you need. Meet us in DM so we can work to find you a solution. https://t.co/GDrqU22YpT
65657,@AppleSupport what do you mean by DM ?,general_support,@131029 Great question! A DM is a Direct Message. You should see the link to send us a Direct Message below: https://t.co/GDrqU22YpT
1850167,@AppleSupport STARTING 2day/last ngt- 6S on 11.0.3 WON’T ACTIVATE IMSG/FT w/APPLE ID-can’t imsg/FT w/ my ID! WTF #WaitingForActivation https://t.co/M2cJkqHGDX,account_authentication,@553902 Let's get your iMessage working properly. Try working through these steps first: https://t.co/ucqStgKxQa Questions? DM us. https://t.co/GDrqU22YpT
210559,@AppleSupport please can you stop my phone from being glitchy 😭 stupid IOS update,ios_update,@165827 We can certainly take a look at this with you. Can you tell us more about the issue you're having?
119474,@AppleSupport Thanks so much for getting back to me so quickly. I was streaming them via WiFi and mobile data. No changes to store or region as far as I know,app_crash_performance,"@142507 We're trying to find the common thread. Are you able, for example, to play some songs from an album but not all of them? Does this persist after you've rebooted the device?"
146776,"@AppleSupport of course. 2x power button (off-on) » same issue. home button, unlock phone » normal (portrait) mode. itt happened only one times, cannot repeating. 
… so a have bigger problem… my iphone very, very lazy, and slow. but only the original apple apps..",app_crash_performance,@149321 We appreciate that info. Let's take a look into this performance issue via DM. Let us know exactly what behavior you're encountering to get started. https://t.co/GDrqU22YpT
92811,"@AppleSupport Tried that for many days already, it’s useless",general_support,"@136102 Thanks for letting us know. Because we don't handle orders via Twitter, we'd ask that you keep trying to reach our Online Store. They are best suited to assist you."
737006,"If you haven’t updated your iPhone, I wouldn’t recommend it. My apps have been constantly crashing and my battery is drained. @AppleSupport",battery,@296292 We'd love to look into this with you. Which apps are crashing? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT
165787,My macbook’s trackpad &amp; keyboard are frozen! How can i fix this? I can’t access it at all @AppleSupport https://t.co/4Z4zu1nQSW,app_crash_performance,@154491 Hi. We're here to help you. Have you tried forcing your MacBook to shutdown by holding down the power button?
325950,@AppleSupport And I had none of these complaints before the update to iOS 11,ios_update,@193649 Let's jump right on this. Here's a link to DM us. https://t.co/GDrqU22YpT
553568,@AppleSupport donde está la carga rápida que decís que lleva el iPhone X? Con 11.2 y un cargador Quick Charge 3.0 no solo no es más rápida si no más lenta.,device_hardware,@249113 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3w3RGR or join https://t.co/OczyRxpjG0
2464880,"My iPod Nano is cycling thru songs, not playing anything. How do I fix this? Going on trip to SF next week. Need music!  @AppleSupport",media_music,"@128292 We want to help you. First, can you confirm which iPod nano you have exactly? DM us here:"
662804,@AppleSupport my phone battery life has reduced drastically since the 11.1.1 update. IPhone 7 is only a year old never had trouble until the update.,battery,@277910 Thanks for reaching out to us. We know how important it is to have a battery that you can rely on. Let's see what we can do to get you on the path to a resolution. Follow the steps in this article: https://t.co/bivpdfBNJ6 Let us know in DM if it helps. https://t.co/GDrqU22YpT
1919740,"@AppleSupport hi, why my Apple Watch notifications looks like developer mode on all aplications? https://t.co/sXI3skWAei",notifications_messages,@571538 Thank you so much for reaching out to us about the app icon missing there. Go ahead &amp; reach out to us in DM &amp; we'll continue there. https://t.co/GDrqU22YpT
754187,@AppleSupport iPhone 6S i’m signed into the AppStore aswell,device_hardware,@280077 Thanks. Are you able to access the iTunes Store without issue?
803107,My iTunes has started skipping tracks before they finish... Really getting on my nerves! Anyone know how I can fix this? @AppleSupport,media_music,@311368 We can help get this figured out. Which device is this occurring on? https://t.co/GDrqU22YpT
2708478,@AppleSupport No it’s on Apple Music it says item not available https://t.co/G1bByvElkX,media_music,@760584 Has the song always showed up as unavailable? Have you restarted the device?
460858,"@AppleSupport iMessage isn’t working for me and 5 other people. Also, I’m not getting any notifications. I’ve restarted my phone multiple times. I’m using the iPhone 7.",device_hardware,"@224485 Thanks for reaching out to us today. We’ve received your DM, and will continue working from there. Be on the lookout for our response."
238873,@AppleSupport  https://t.co/IvKwSdJubN,general_support,@172813 Perfect. Let's take a look at these steps for when Wi-Fi connections aren't connecting as expected: https://t.co/sXbhzfS2lM
2343756,@AppleSupport Did it through iTunes. Thx,media_music,"@677842 Sure thing. To help determine the best way to tackle this, can you tell us if you see an error messaging when trying to restore your iPhone?"
208897,@AppleSupport  My phone  is malfunctioning,general_support,"@165438 We'd like to help. Tell us more about how your iPhone is malfunctioning, we'll go from there."
2920066,"@AppleSupport It stays on the apple logo for hours and won’t turn on, then to turn it on I have to plug it into iTunes and restore the whole thing and redownload all apps",media_music,@808188 That's certainly not the experience we want you to have. We'll do everything possible to get this resolved. This only started with the iOS 11.1.2 update?
118057,@AppleSupport I can’t even access the Apple Music library from my music app :( https://t.co/GWO20wlqmw,media_music,@142176 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
59591,My home button won’t go home but I can still double click to close out apps. HELP @AppleSupport,device_hardware,@129592 What exactly happens when you single tap the Home button? Let us know in DM; we'd be happy to help! https://t.co/GDrqU22YpT
2291528,@AppleSupport I took my password off and it stopped doing it,account_authentication,@665530 Which device are you using?
968724,"Why, @115858 and @AppleSupport , why? My internet speed is perfectly fine. https://t.co/aCVOav8NIl",connectivity,"@349961 We're happy to help. Take a look here: https://t.co/s6t9pl6tpv section ""If you need help updating."""
2144605,"@AppleSupport Do not disturb is off. Yes, I can get online. And it is happening both when connected to WiFi and cellular data.",connectivity,@485014 Thanks for verifying! Please send us a DM with the exact version of iOS 11 you're using at this point. We'll proceed there. https://t.co/GDrqU22YpT
1067783,@AppleSupport I’m a developer testing iOS 11.1. The latest build has huge battery drain but no feedback app to report this with.,battery,@371973 We'd love to get you pointed in the right direction. Follow this link for developer support: https://t.co/MN29maiV1D
717230,@AppleSupport iPhone 7 plus. Version 11.0,device_hardware,"@291712 Okay, so that we can take a deeper look, feel free to DM us and we'll go from there: https://t.co/GDrqU22YpT"
1445769,"@AppleSupport I can’t purchase anything since I upgraded my software, it keeps asking for a billing address which is provided. #Frustrated https://t.co/gA1URWDINt",purchase_billing,@455496 We've received your DM and will respond to you there shortly.
172926,My #iphonex has randomly rebooted three times in the past 24 hours while scrolling content. Feels like it has to do with scrolling / screen auto shutoff @AppleSupport,device_hardware,@156456 We want to help you out. Send us a DM and let us know what version of iOS you are running. https://t.co/GDrqU22YpT
956403,Scammers need to learn better English grammar. #youaintscammingme #gtfoh #iTunes #scammer @AppleSupport https://t.co/qm365FuKXj,media_music,@346929 Thanks for reaching out to us. We're here to help. Check out this article to report phishing attempts. https://t.co/LNMCdqt6fD
4909,"コレは本当に困る、ゲームも出来なくなったしアップデートしなきゃ良かった´д` ;
@AppleSupport @115858 → 「バッテリーの減りが激しい」という問題に関しても同様）。 https://t.co/bGQly6cE2O",general_support,@116862 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj.
542476,@AppleSupport @115858 software problem? Happens every 3-5 min when I’m using my iPhone7Pluss. Any idea how to fix it? #AppleSupport #applehelp https://t.co/rl9bD9lI7A,device_hardware,@245914 Thanks for bringing this to our attention. Please click here to connect with us in DM and let us know which software version you're using: https://t.co/GDrqU22YpT
254691,@AppleSupport I have an iPhone 7 Plus. He has the 8 Plus.,device_hardware,@176535 Thank you very much! Let us know how that goes in DM and we'll go from there. https://t.co/GDrqU22YpT
1407634,@AppleSupport hi! No alert just battery drain from 72% to 43% in one hour with no usage. Running 11.0.3. Thanks.,battery,"@447189 Let's be sure your settings are aligned as shown here: https://t.co/bivpdfBNJ6 If not, adjust them and let us know the result"
1887726,"@AppleSupport When I try to delete the App Store app from the App drawer in Messages on my phone, the app crashes. Not sure why.",app_crash_performance,@75913 Thanks for reaching out. We'd like to see how we can help. Does this happen every time? Please respond to us in DM. https://t.co/GDrqU22YpT
519305,@115858 @AppleSupport @239834 Par contre le redémarrage des iPhones et IPad toutes les minutes c’est très désagréable ... Urgence de déployer une mise à jour ...,device_hardware,@239833 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3w3RGR
1897477,@AppleSupport  has to be one of the worst services I've ever used !?!? Don't put me on hold saying you'll be 2 minutes and hang up after 5 😡,app_crash_performance,@565524 We'd like to see if we can help you out here via Twitter. Would you please join us in DM and let us know what's going on? https://t.co/GDrqU22YpT
1363215,@AppleSupport I've been waiting over an hour for a link to reset my password?,account_authentication,@437417 Thanks for reaching out. We see your DM and we'll respond to it shortly.
53008,@AppleSupport It will play but can’t be controlled from locked screen or earphones. Only works half the time,device_hardware,"@127946 Does this occur with all apps or specific ones?  Feel free to let us know via DM, as well as your exact iOS version: https://t.co/GDrqU22YpT"
244204,"@AppleSupport after ios11,11.0.1 and ios11.0.2 Three to five times a day gets this!!  iPhone 7plus https://t.co/HgNMZbXLdP",ios_update,@174005 You're in the right place; we'll do all we can to help. Does this appear with a specific app or specific action on your iPhone?
338915,@AppleSupport How do I stop Messages from taking Live photos? It's disabled everywhere but Messages doesn't respect this. Please help!,notifications_messages,"@196914 We want to help you. When you say Messages is taking Live Photos, what exactly is going on?"
1925452,"Wtf? Ext. hard drive kicks my late-2016 13"" #MacBookPro off wifi. Any ideas, Twitterverse? @AppleSupport",connectivity,@573099 We'd like to look into this with you. DM us details about which macOS you're on and the external drive. We'll help there. https://t.co/GDrqU22YpT
1231314,@AppleSupport iOS 11 drains my battery life and I have the iPhone 7,battery,@143058 We'd like to look into this battery issue with you. Can you tell us which iOS 11 is currently running on your phone?
739389,@AppleSupport do you know why my iPhone 6s+ isn’t detecting a headphone jack whenever I enter one? I’ve tried every brand of headphones,device_hardware,@296836 Thanks for reaching out. Let us know if there's any change after trying the following steps:  https://t.co/MevoR4xPNn
290164,@AppleSupport My iPhone 7 battery drains easily even when I am not using it. I already turned on the low battery function of my phone. Still issue persist,battery,@185124 We're happy to assist you. DM us your complete software version from Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT
552175,"@AppleSupport My iphone 8 plus keeps doing ""mini-resets"" making it completely useless.  Has been doing it for about the last two hours. What needs to happen?",device_hardware,"@248726 That's not the experience we want you to have with your iPhone and we want to help. To begin, let us know what the current iOS version is displaying when you go to Settings &gt; General &gt; About"
2120282,"@AppleSupport Whatever u did to autocorrect, please undo it. Now it constantly wants to change correctly spelled words for contact names.",app_crash_performance,@624778 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
770095,On en parle de la MAJ iPhone et de la batterie qui tiens 30 minutes. 600€ le téléphone. En pls constamment. C’est bon Quoi. @AppleSupport,device_hardware,@303893 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
2631627,"@AppleSupport I have forgotten the password to the Icloud, the email I signed up with is also Icloud so that is my main issue.",account_authentication,"@743095 Becuase we're unable to assist you with this via Twitter, we'd recommend reaching out to one of our Account Security Advisors here: https://t.co/6fXXIYCNI9"
631800,@AppleSupport trying to send this picture in an email however my screen won’t work when I press the choose or cancel button at the bottom. The phone is an iPhone X https://t.co/xsoKXehCav,device_hardware,@269730 We're happy to help! Join us in DM with the iOS version currently installed on your iPhone X. You can locate it in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
165775,"@AppleSupport my Apple TV will not load my Mr. Robot season 3. Just lags out on the screen, but doesn’t do this with any other show.",app_crash_performance,@154488 We want you to be able to enjoy your shows on your Apple TV! Let's get you in touch with our Apple TV experts. Reach out to them here: https://t.co/IBIY3vMgPj
110914,hi my macbook air is making a loud fan noise and i have checked activity monitor for anything with a large CPU and there is nothing @AppleSupport,device_hardware,@140673 Thanks for taking that step and we'll continue to assist in any way we can. What is the top item listed in Activity Monitor and what percentage of CPU is it showing? Let us know in DM: https://t.co/GDrqU22YpT
239633,@AppleSupport On the home screen I can. But it becomes blurred in some apps...like this https://t.co/1Pr0oyU0fQ,device_hardware,@172934 Got it. Let us know which version of iOS 11 you're running on this iPhone via DM. We'll go from there. https://t.co/GDrqU22YpT
1711307,"@AppleSupport having trouble out of no where on older Apple TV, from both MacBook and iPhone. Will play for 2 seconds then freeze, Help!",app_crash_performance,@518400 We're here to help. Let's get you in contact with our Apple TV team here: https://t.co/IBIY3vMgPj
644160,@AppleSupport my phone has not stopped freezing and crashing since updating to 11.0.3,app_crash_performance,@272903 We want to help you get your iPhone back up and running smoothly. DM us the country you're located in and we'll continue there.
110889,@AppleSupport please help me??? https://t.co/qoU2r1GSkn,general_support,@140664 We want to help you delete the unwanted user. You'll find the steps to do so here: https://t.co/Ni2eLcZ5no
486255,@AppleSupport trying to take a video with my iPhone 6 and it wont stop going to a black screen and the camera app crashes! Same goes for when I take a video in the Messenger app :/,app_crash_performance,@230688 Having a camera at your fingertips is so important when capturing life's moments. Let's get it working for you again on your iPhone. Which iOS version are we working with? That's in Settings &gt; General &gt; About. You can DM us. https://t.co/GDrqU22YpT
34640,@115858 Now my rear camera is not working… and my phone needs to cool down apparently even tho it feels kool to me… 😠 @115858 @AppleSupport,device_hardware,@123509 Hi. We're here for you. DM us and tell us the exact version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT
864080,I have lost 5% of my battery life in the time it’s taken me to send this tweet. Don’t update to iOS 11.0.2. Fix this @115858 @AppleSupport,battery,@325205 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT
1644606,.@AppleSupport...please help. I️ cannot take my “I️” being changed every time I️ type it. HELPPPPPP,app_crash_performance,@502578 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2800566,@AppleSupport just got an email saying that someone just tried accessing my account from someplace else but I don’t trust it cuz it looks to plain of an email,account_authentication,"@781292 Thank you for reaching out to us and providing us with this information. This may be a phishing attempt. We recommend changing your Apple ID password if you have clicked any links. 

Please report this phishing message using the info here: https://t.co/6Ye6EtSytB"
1859632,@AppleSupport (c) on snapchat as my phone just freezes also the sound on twitter doesn't work and it doesn't detect earphones,app_crash_performance,@183947 This is not expected behavior. We know how important it is to have your device working as expected. Let's work together here: https://t.co/GDrqU22YpT
234621,.@AppleSupport since the update to #iOS11 my #iPhone 6s’ touch screen has been becoming unresponsive at times. Other times it seems as if the calibration is off. Happens 3-4 times per day and requires a reset to temp. fix it each time. @115858,ios_update,"@171864 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT"
667052,"@AppleSupport Running High Sierra, why can't I view my 4k 60fps iPhone X videos on my MBP? https://t.co/17pIOcuWX0",device_hardware,@278955 Thank you for reaching out. We'd like to get you connected with our Photos specialists here: https://t.co/IBIY3vMgPj
324524,"@AppleSupport Hi, have a weird issue with iPhone 7 running iOS 11.0.2. Can I DM you with the details?",ios_update,@193307 Absolutely. Let us know what's going on in DM. https://t.co/GDrqU22YpT
1299564,@AppleSupport Like I went to my camera roll and did the exact same thing I normally do to change it.,app_crash_performance,"@423737 We're glad to hear that you got that fixed on your own. If you run into any other issues, let us know."
568417,@AppleSupport will turning on background app refresh preserves battery lyf,battery,@252895 You can see some great tips on how to preserve battery here: https://t.co/bivpdfBNJ6
1691787,Installed 11.1 on my iPad. Worst decision ever! Pages/files are missing. They aren't in iCloud. All unhappy users. @AppleSupport,account_authentication,@513530 We know how important your data is. Send us a DM with more details on what's going on. https://t.co/GDrqU22YpT
225139,@AppleSupport problem solved! I restarted again! Thank you so much 😁,general_support,@169779 We're happy to hear that worked. You know how to reach us if you ever need to again. We're online every day from 5am-8pm PST.
1777872,"@AppleSupport If I don't want to use two-factor authentication, how do I change what device the code go to?",app_crash_performance,@534189 It looks like you have it enabled already. You will need to be able to log into your account successfully to change that.
685808,"@283708 @118101 @AppleSupport unable to use iPad pro 10"" with @118101 via apple sim. Get ""An error has occurred when getting user information (TMF12)"" after selecting available ee plans. 

VERY inconvenient.",device_hardware,@152728 We'd like to help get your iPad Pro activated. DM us and we'll get started. https://t.co/GDrqU22YpT
2648,@AppleSupport do you have any apps for epilepsy so I can detect my seizures thanks in advance,general_support,"@116343 Hey, we can provide some guidance. Let's meet in DM and we'll go from there. https://t.co/GDrqU22YpT"
851241,@AppleSupport I’m travelling Europe and the new iOS is treating my wifi like crap. This is disappointing. I can’t even connect to get beta.,connectivity,@322215 We are here to help whenever possible. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT
449455,"@AppleSupport No, it still shows over 5,000 &amp; If I screenshot something or try to it won’t show up in any of my albums",device_hardware,"@221516 Which device model do you have and which exact iOS version number is installed?

Do you have iCloud Photo Library turned on?"
453865,@AppleSupport any reason this is happening ? I’m on the latest iOS 11.1.2 I think it is https://t.co/cwdLhDb7Ai,ios_update,"@158590 We appreciate your patience, let's get to the bottom of this together. Go ahead and DM us so we can get started: https://t.co/GDrqU22YpT"
1848974,"Apple, if you can let me turn on Bluetooth from the command center, let me turn it off, not just let me disconnect it. @AppleSupport",connectivity,@553628 Thanks for reaching out. We love receiving feedback from our users. Please leave yours here: https://t.co/eTPVYVFyd8 https://t.co/GDrqU22YpT
982080,"@AppleSupport It’s not about the battery! My phone freezes, alarm doesn’t work nor does Bluetooth and that’s just what I’ve tried out!!!",battery,"@352850 We want to make sure you get the help you need with these issues. To continue, please send us a Direct Message. https://t.co/GDrqU22YpT"
196154,@AppleSupport I’m trying to get Apple care for my watch but I can’t open the diagnostics. I open the link  but it doesn’t open anything :( https://t.co/PCr1wBmMk2,general_support,@162154 We'll be happy to assist. Please send us a DM with what country you're located in and we'll get started. https://t.co/GDrqU22YpT
322659,@AppleSupport my friend forgot his icloud mail password and details since it was given to him a long time ago. he need info on how to reset,account_authentication,@192856 Let's get your friend logged in again. Please check out these steps for how to reset the password: https://t.co/gl7NzNdTJT
1023841,@AppleSupport the screen had the alarm screen showing with the options for cancel/snooze but that was it. Haven’t changed my alarm settings,app_crash_performance,@362282 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
400381,My #AppleWatch 1st gen lasted two years. #Series 3? #ForceTouch dead after six days. #Bummer @AppleSupport,device_hardware,@210679 We'd like to take a look at this with you. Let's continue in DM. https://t.co/GDrqU22YpT
2917312,"@AppleSupport Nothing happens, it’s still waiting for activation and never activates",account_authentication,"@807478 OK, thanks. Let’s turn off and restart iMessage and FaceTime as described here: https://t.co/jhvYu3nzpA

If the issue persists, DM us, and we’ll look further into this with you. https://t.co/GDrqU22YpT"
324270,"@AppleSupport I already do this, but this pixels still come. 
Even when phone on, glitch and then what we see in video.
I think, it after iOS11, because latter in summer, all was ok.",ios_update,@193248 Let's continue working together in DM here: https://t.co/GDrqU22YpT
1643329,@AppleSupport You guys over there are screwing up heavily. i can't even sync my phone to iTunes now. where is the phone icon?? WTHIGO!!!,media_music,@502254 We want to help. Send us a DM letting us know if you get any error codes when connecting to iTunes. https://t.co/GDrqU22YpT
2441769,"@AppleSupport My App Store app submission has been ""In Review"" for 13 days (App Apple ID 1271464806). How do I inquire what the problem is?",account_authentication,"@290192 Hey there. Are you an app developer needing assistance? If so, please reach out to us directly here: https://t.co/LIrs0dB6kH"
2025606,Dear @AppleSupport - I dropped family iCloud storage from 2TB to 200GB mid-Oct but still shows 2TB. Known issue?,account_authentication,@250267 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
2775973,@AppleSupport Seems pretty silly to require two-factor verification with a persons cell phone when THE REASON I NEED SUPPORT IS THAT MY PHONE DOESN'T WORK. I can't make a reservation to FIX it or even chat with support because YOU REQUIRE ME TO HAVE A FUNCTIONING PHONE TO SIGN IN,account_authentication,"@775667 We want to help get you to the right place for support for this, and we'll do all we can to help. To get started, connect with our account security team here: https://t.co/UJm15vmMM2"
2918862,"@AppleSupport Internet connection is good. iPhone has current iOS. This is the message I am getting. Never had it happen before, strange. https://t.co/mj8HWWD7s0",connectivity,@807883 Does this still happen once restarting your device?
